Source Name	Material Type	Characteristics [BioSourceType]	Characteristics [CellLine]	Characteristics [CellType]	Characteristics [DevelopmentalStage]	Characteristics [DiseaseStage]	Characteristics [DiseaseState]	Characteristics [OrganismPart]	Characteristics [Organism]	Characteristics [Sex]	Labeled Extract Name	Material Type	Label	Hybridization Name	Array Design REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Comment[Normalization Type]	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	Factor Value [CELLLINE]	Factor Value [CELLTYPE]	Factor Value [DEVELOPMENTALSTAGE]	Factor Value [DISEASESTAGE]	Factor Value [DISEASESTATE]	Factor Value [ORGANISMPART]
GSM20943.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3223 biotin	synthetic_DNA	biotin	Hyb_3223	A-AFFY-33	GSM20943.CEL	GSM20943.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.91.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20944.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3224 biotin	synthetic_DNA	biotin	Hyb_3224	A-AFFY-33	GSM20944.CEL	GSM20944.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.91.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20945.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3225 biotin	synthetic_DNA	biotin	Hyb_3225	A-AFFY-33	GSM20945.CEL	GSM20945.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.91.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20946.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3226 biotin	synthetic_DNA	biotin	Hyb_3226	A-AFFY-33	GSM20946.CEL	GSM20946.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.91.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20947.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3227 biotin	synthetic_DNA	biotin	Hyb_3227	A-AFFY-33	GSM20947.CEL	GSM20947.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.91.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20948.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3228 biotin	synthetic_DNA	biotin	Hyb_3228	A-AFFY-33	GSM20948.CEL	GSM20948.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.91.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20949.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3229 biotin	synthetic_DNA	biotin	Hyb_3229	A-AFFY-33	GSM20949.CEL	GSM20949.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.91.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20950.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3230 biotin	synthetic_DNA	biotin	Hyb_3230	A-AFFY-33	GSM20950.CEL	GSM20950.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20951.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3231 biotin	synthetic_DNA	biotin	Hyb_3231	A-AFFY-33	GSM20951.CEL	GSM20951.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20952.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3232 biotin	synthetic_DNA	biotin	Hyb_3232	A-AFFY-33	GSM20952.CEL	GSM20952.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20953.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3233 biotin	synthetic_DNA	biotin	Hyb_3233	A-AFFY-33	GSM20953.CEL	GSM20953.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20954.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3234 biotin	synthetic_DNA	biotin	Hyb_3234	A-AFFY-33	GSM20954.CEL	GSM20954.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20955.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3235 biotin	synthetic_DNA	biotin	Hyb_3235	A-AFFY-33	GSM20955.CEL	GSM20955.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20956.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3236 biotin	synthetic_DNA	biotin	Hyb_3236	A-AFFY-33	GSM20956.CEL	GSM20956.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20957.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3237 biotin	synthetic_DNA	biotin	Hyb_3237	A-AFFY-33	GSM20957.CEL	GSM20957.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20958.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3238 biotin	synthetic_DNA	biotin	Hyb_3238	A-AFFY-33	GSM20958.CEL	GSM20958.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20959.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3239 biotin	synthetic_DNA	biotin	Hyb_3239	A-AFFY-33	GSM20959.CEL	GSM20959.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20960.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3240 biotin	synthetic_DNA	biotin	Hyb_3240	A-AFFY-33	GSM20960.CEL	GSM20960.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20961.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3241 biotin	synthetic_DNA	biotin	Hyb_3241	A-AFFY-33	GSM20961.CEL	GSM20961.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20962.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3242 biotin	synthetic_DNA	biotin	Hyb_3242	A-AFFY-33	GSM20962.CEL	GSM20962.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20963.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3243 biotin	synthetic_DNA	biotin	Hyb_3243	A-AFFY-33	GSM20963.CEL	GSM20963.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20964.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3244 biotin	synthetic_DNA	biotin	Hyb_3244	A-AFFY-33	GSM20964.CEL	GSM20964.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20965.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3245 biotin	synthetic_DNA	biotin	Hyb_3245	A-AFFY-33	GSM20965.CEL	GSM20965.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20966.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3246 biotin	synthetic_DNA	biotin	Hyb_3246	A-AFFY-33	GSM20966.CEL	GSM20966.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20967.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3247 biotin	synthetic_DNA	biotin	Hyb_3247	A-AFFY-33	GSM20967.CEL	GSM20967.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20968.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3248 biotin	synthetic_DNA	biotin	Hyb_3248	A-AFFY-33	GSM20968.CEL	GSM20968.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20969.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3249 biotin	synthetic_DNA	biotin	Hyb_3249	A-AFFY-33	GSM20969.CEL	GSM20969.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20970.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3250 biotin	synthetic_DNA	biotin	Hyb_3250	A-AFFY-33	GSM20970.CEL	GSM20970.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20971.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3251 biotin	synthetic_DNA	biotin	Hyb_3251	A-AFFY-33	GSM20971.CEL	GSM20971.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20972.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3252 biotin	synthetic_DNA	biotin	Hyb_3252	A-AFFY-33	GSM20972.CEL	GSM20972.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20973.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3253 biotin	synthetic_DNA	biotin	Hyb_3253	A-AFFY-33	GSM20973.CEL	GSM20973.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM20974.CEL	organism_part	blood	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow	Homo sapiens	  	Labeled3254 biotin	synthetic_DNA	biotin	Hyb_3254	A-AFFY-33	GSM20974.CEL	GSM20974.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"blasts, mononuclear cells"	  	  	acute myeloid leukemia	bone marrow
GSM21203.cel	organism_part	  	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue	Homo sapiens	  	Labeled3255 biotin	synthetic_DNA	biotin	Hyb_3255	A-AFFY-33	GSM21203.cel	GSM21203.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue
GSM21204.cel	organism_part	  	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue	Homo sapiens	  	Labeled3256 biotin	synthetic_DNA	biotin	Hyb_3256	A-AFFY-33	GSM21204.cel	GSM21204.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue
GSM21205.cel	organism_part	  	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue	Homo sapiens	  	Labeled3257 biotin	synthetic_DNA	biotin	Hyb_3257	A-AFFY-33	GSM21205.cel	GSM21205.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue
GSM21206.cel	organism_part	  	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue	Homo sapiens	  	Labeled3258 biotin	synthetic_DNA	biotin	Hyb_3258	A-AFFY-33	GSM21206.cel	GSM21206.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue
GSM21207.cel	organism_part	  	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue	Homo sapiens	  	Labeled3259 biotin	synthetic_DNA	biotin	Hyb_3259	A-AFFY-33	GSM21207.cel	GSM21207.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue
GSM21208.cel	organism_part	  	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue	Homo sapiens	  	Labeled3260 biotin	synthetic_DNA	biotin	Hyb_3260	A-AFFY-33	GSM21208.cel	GSM21208.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue
GSM21209.cel	organism_part	  	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue	Homo sapiens	  	Labeled3261 biotin	synthetic_DNA	biotin	Hyb_3261	A-AFFY-33	GSM21209.cel	GSM21209.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue
GSM21210.cel	organism_part	  	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue	Homo sapiens	  	Labeled3262 biotin	synthetic_DNA	biotin	Hyb_3262	A-AFFY-33	GSM21210.cel	GSM21210.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue
GSM21211.cel	organism_part	  	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue	Homo sapiens	  	Labeled3263 biotin	synthetic_DNA	biotin	Hyb_3263	A-AFFY-33	GSM21211.cel	GSM21211.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.92.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	alzheimer's disease	hippocampal CA1 tissue
